5, 8.1910, 0.1230, 0.1210, 0.1210
10, 8.1910, 0.1210, 0.1240, 0.1210
15, 8.1910, 0.1190, 0.1230, 0.1220
20, 8.1910, 0.1230, 0.1240, 0.1240
25, 8.1910, 0.1220, 0.1240, 0.1190
30, 8.1910, 0.1190, 0.1220, 0.1210
35, 8.1910, 0.1200, 0.1250, 0.1220
40, 8.1910, 0.1180, 0.1240, 0.1200
45, 8.1900, 0.1200, 0.1220, 0.1220
50, 8.1910, 0.1200, 0.1220, 0.1220
55, 8.1910, 0.1190, 0.1240, 0.1210
60, 8.1910, 0.1180, 0.1230, 0.1200
65, 8.1910, 0.1180, 0.1220, 0.1220
70, 8.1910, 0.1190, 0.1220, 0.1210
75, 8.1910, 0.1180, 0.1250, 0.1200
80, 8.1910, 0.1190, 0.1230, 0.1220
85, 8.1910, 0.1200, 0.1220, 0.1190
90, 8.1910, 0.1210, 0.1240, 0.1200
96, 8.1910, 0.1190, 0.1220, 0.1210
101, 8.1910, 0.1210, 0.1210, 0.1190
106, 8.1900, 0.1190, 0.1210, 0.1220
111, 8.1910, 0.1210, 0.1230, 0.1200
116, 8.1910, 0.1200, 0.1230, 0.1210
121, 8.1910, 0.1220, 0.1230, 0.1210
126, 8.1910, 0.1190, 0.1220, 0.1220
131, 8.1900, 0.1210, 0.1240, 0.1210
136, 8.1910, 0.1210, 0.1230, 0.1200
141, 8.1910, 0.1190, 0.1230, 0.1190
146, 8.1910, 0.1190, 0.1240, 0.1230
151, 8.1910, 0.1200, 0.1230, 0.1190
156, 8.1910, 0.1210, 0.1210, 0.1220
161, 8.1910, 0.1230, 0.1220, 0.1200
166, 8.1910, 0.1210, 0.1230, 0.1190
171, 8.1910, 0.1210, 0.1240, 0.1210
176, 8.1910, 0.1210, 0.1200, 0.1190
181, 8.1910, 0.1230, 0.1240, 0.1200
186, 8.1910, 0.1190, 0.1220, 0.1210
191, 8.1910, 0.1200, 0.1210, 0.1200
196, 8.1910, 0.1190, 0.1240, 0.1210
201, 8.1900, 0.1210, 0.1210, 0.1210
206, 8.1910, 0.1210, 0.1220, 0.1240
211, 8.1900, 0.1210, 0.1230, 0.1220
216, 8.1910, 0.1200, 0.1220, 0.1210
221, 8.1910, 0.1230, 0.1230, 0.1220
226, 8.1910, 0.1220, 0.1240, 0.1210
231, 8.1910, 0.1210, 0.1240, 0.1200
236, 8.1910, 0.1230, 0.1230, 0.1200
241, 8.1910, 0.1200, 0.1240, 0.1210
246, 8.1910, 0.1190, 0.1230, 0.1230
251, 8.1910, 0.1210, 0.1220, 0.1200
256, 8.1910, 0.1220, 0.1220, 0.1200
262, 8.1910, 0.1210, 0.1230, 0.1220
267, 8.1910, 0.1220, 0.1230, 0.1200
272, 8.1910, 0.1230, 0.1220, 0.1210
277, 8.1910, 0.1200, 0.1210, 0.1190
282, 8.1910, 0.1200, 0.1230, 0.1220
287, 8.1910, 0.1190, 0.1220, 0.1190
292, 8.1910, 0.1200, 0.1230, 0.1220
297, 8.1910, 0.1180, 0.1220, 0.1210
302, 8.1910, 0.1210, 0.1230, 0.1200
307, 8.1910, 0.1210, 0.1210, 0.1220
312, 8.1910, 0.1190, 0.1220, 0.1210
317, 8.1910, 0.1170, 0.1240, 0.1220
322, 8.1910, 0.1200, 0.1210, 0.1220
327, 8.1910, 0.1180, 0.1220, 0.1230
332, 8.1910, 0.1190, 0.1220, 0.1210
337, 8.1900, 0.1180, 0.1230, 0.1200
342, 8.1910, 0.1200, 0.1220, 0.1210
347, 8.1910, 0.1230, 0.1220, 0.1190
352, 8.1910, 0.1180, 0.1230, 0.1210
357, 8.1910, 0.1190, 0.1200, 0.1220
362, 8.1910, 0.1190, 0.1230, 0.1200
367, 8.1910, 0.1220, 0.1220, 0.1230
372, 8.1910, 0.1190, 0.1220, 0.1220
377, 8.1910, 0.1190, 0.1250, 0.1220
382, 8.1910, 0.1210, 0.1230, 0.1230
387, 8.1910, 0.1200, 0.1240, 0.1210
392, 8.1910, 0.1190, 0.1230, 0.1200
397, 8.1900, 0.1190, 0.1230, 0.1200
402, 8.1910, 0.1200, 0.1210, 0.1210
407, 8.1910, 0.1210, 0.1230, 0.1210
412, 8.1910, 0.1210, 0.1240, 0.1220
417, 8.1910, 0.1200, 0.1230, 0.1220
422, 8.1910, 0.1230, 0.1240, 0.1210
427, 8.1900, 0.1220, 0.1240, 0.1200
433, 8.1910, 0.1220, 0.1240, 0.1210
438, 8.1910, 0.1200, 0.1220, 0.1220
443, 8.1910, 0.1220, 0.1210, 0.1210
448, 8.1910, 0.1200, 0.1200, 0.1210
453, 8.1910, 0.1200, 0.1220, 0.1200
458, 8.1910, 0.1200, 0.1190, 0.1220
463, 8.1900, 0.1180, 0.1230, 0.1210
468, 8.1910, 0.1200, 0.1250, 0.1190
473, 8.1910, 0.1190, 0.1220, 0.1220
478, 8.1910, 0.1210, 0.1240, 0.1210
483, 8.1910, 0.1160, 0.1240, 0.1220
488, 8.1910, 0.1170, 0.1210, 0.1210
493, 8.1910, 0.1200, 0.1230, 0.1200
498, 8.1910, 0.1200, 0.1230, 0.1210
503, 8.1910, 0.1230, 0.1220, 0.1210
508, 8.1910, 0.1190, 0.1210, 0.1220
513, 8.1910, 0.1190, 0.1230, 0.1210
518, 8.1910, 0.1210, 0.1240, 0.1200
523, 8.1910, 0.1190, 0.1220, 0.1210
528, 8.1910, 0.1200, 0.1220, 0.1210
533, 8.1910, 0.1210, 0.1200, 0.1230
538, 8.1910, 0.1190, 0.1220, 0.1200
543, 8.1910, 0.1200, 0.1200, 0.1210
548, 8.1910, 0.1210, 0.1220, 0.1210
553, 8.1910, 0.1180, 0.1230, 0.1190
558, 8.1910, 0.1200, 0.1200, 0.1190
563, 8.1910, 0.1200, 0.1240, 0.1200
568, 8.1910, 0.1210, 0.1230, 0.1230
573, 8.1910, 0.1170, 0.1220, 0.1210
578, 8.1910, 0.1210, 0.1250, 0.1210
583, 8.1910, 0.1220, 0.1210, 0.1190
588, 8.1910, 0.1190, 0.1220, 0.1210
593, 8.1910, 0.1190, 0.1220, 0.1200
598, 8.1910, 0.1200, 0.1240, 0.1190
604, 8.1910, 0.1200, 0.1240, 0.1200
609, 8.1910, 0.1200, 0.1230, 0.1210
