1, 0.6300, 0.1210, 0.1260, 0.1260
1, 0.6310, 0.1240, 0.1270, 0.1220
1, 0.6240, 0.1230, 0.1270, 0.1230
1, 0.6240, 0.1200, 0.1250, 0.1220
1, 0.6300, 0.1210, 0.1250, 0.1210
1, 0.6280, 0.1240, 0.1250, 0.1220
1, 0.6350, 0.1200, 0.1260, 0.1240
1, 0.6300, 0.1210, 0.1270, 0.1250
2, 0.6270, 0.1220, 0.1280, 0.1210
2, 0.6310, 0.1200, 0.1270, 0.1240
2, 0.6420, 0.1210, 0.1280, 0.1220
2, 0.6340, 0.1200, 0.1280, 0.1260
2, 0.6420, 0.1200, 0.1280, 0.1250
2, 0.6270, 0.1210, 0.1260, 0.1220
2, 0.6300, 0.1220, 0.1280, 0.1250
2, 0.6450, 0.1200, 0.1300, 0.1240
2, 0.6380, 0.1220, 0.1280, 0.1230
3, 0.6300, 0.1210, 0.1280, 0.1210
3, 0.6440, 0.1200, 0.1290, 0.1240
3, 0.6310, 0.1210, 0.1280, 0.1240
3, 0.6270, 0.1220, 0.1280, 0.1250
3, 0.6460, 0.1210, 0.1280, 0.1240
3, 0.6310, 0.1190, 0.1290, 0.1240
3, 0.6330, 0.1210, 0.1260, 0.1260
3, 0.6350, 0.1210, 0.1290, 0.1230
4, 0.6340, 0.1190, 0.1260, 0.1240
4, 0.6310, 0.1190, 0.1270, 0.1260
4, 0.6390, 0.1210, 0.1270, 0.1220
4, 0.6210, 0.1210, 0.1280, 0.1230
4, 0.6350, 0.1210, 0.1270, 0.1220
4, 0.6320, 0.1210, 0.1280, 0.1250
4, 0.6330, 0.1220, 0.1260, 0.1250
4, 0.6300, 0.1200, 0.1280, 0.1220
4, 0.6400, 0.1200, 0.1260, 0.1250
5, 0.6440, 0.1210, 0.1240, 0.1240
5, 0.6480, 0.1200, 0.1270, 0.1260
5, 0.6310, 0.1230, 0.1250, 0.1240
5, 0.6340, 0.1210, 0.1240, 0.1250
5, 0.6310, 0.1200, 0.1250, 0.1230
5, 0.6370, 0.1190, 0.1250, 0.1220
5, 0.6340, 0.1210, 0.1250, 0.1270
5, 0.6290, 0.1210, 0.1250, 0.1220
5, 0.6200, 0.1210, 0.1240, 0.1250
6, 0.6340, 0.1200, 0.1260, 0.1260
6, 0.6350, 0.1200, 0.1240, 0.1230
6, 0.6330, 0.1220, 0.1250, 0.1230
6, 0.6360, 0.1210, 0.1250, 0.1230
6, 0.6310, 0.1210, 0.1260, 0.1250
6, 0.6370, 0.1230, 0.1260, 0.1250
6, 0.6310, 0.1220, 0.1260, 0.1250
6, 0.6290, 0.1230, 0.1260, 0.1240
6, 0.6430, 0.1230, 0.1260, 0.1240
7, 0.6260, 0.1210, 0.1270, 0.1240
7, 0.6280, 0.1210, 0.1280, 0.1240
7, 0.6370, 0.1230, 0.1250, 0.1260
7, 0.6330, 0.1210, 0.1240, 0.1260
7, 0.6430, 0.1240, 0.1260, 0.1260
7, 0.6330, 0.1190, 0.1260, 0.1210
7, 0.6230, 0.1220, 0.1240, 0.1250
7, 0.6390, 0.1220, 0.1270, 0.1230
8, 0.6480, 0.1220, 0.1260, 0.1250
8, 0.6300, 0.1220, 0.1250, 0.1240
8, 0.6410, 0.1210, 0.1270, 0.1250
